date,open,high,low,close,volume
2026-07-02,208.07,211,192.43,196,128594
2026-07-03,196.31,209.71,190,199.99,137313
2026-07-06,203,209.5,179.99,186.53,142683
2026-07-07,186,193.9,182.44,185.06,100574
2026-07-08,189,192.06,176.17,177.85,85015
2026-07-09,181.41,189.9,177,188.66,117667
2026-07-10,189.5,193.58,178,178.8,122433
2026-07-13,172,179.72,160.92,160.92,127702
2026-07-14,161.72,177.01,161.7,177.01,207615
2026-07-15,183.6,186.5,170.16,173.03,195885
2026-07-16,169.12,190.33,166.01,177,211575
2026-07-17,178,184.16,159.3,159.3,200014
2026-07-20,163,163.55,143.37,143.37,137497
2026-07-21,140.51,149.49,129.03,148,263733
2026-07-22,142.99,156.45,136.5,138.8,230843
2026-07-23,141.58,149.16,133.13,133.55,160348
2026-07-24,129.78,135.16,124.18,124.5,140189
2026-07-27,126.24,136.95,120.61,135.2,130950
2026-07-28,128.44,131.66,121.68,121.68,93877
2026-07-29,118.02,120.7,109.51,112.42,182222
2026-07-30,112.65,113.81,101.44,101.81,143876
2026-07-31,111.99,111.99,106.95,107.99,170133
2026-08-03,106,107.45,97.8,98.6,147901
2026-08-04,100.57,108.46,98.01,108.46,118418
2026-08-05,109.44,119.31,107.44,119.31,142831
2026-08-06,122,131.24,122,130,238822
2026-08-07,132.3,143,132.3,143,170183
2026-08-10,150,154.8,141.08,152,303429
2026-08-11,147.9,153,143.26,148,206336
2026-08-12,147.75,156.82,147.75,155.5,188442
2026-08-13,161.99,167.68,151.4,152.32,224196
2026-08-14,155.1,167.55,155.1,167.55,94410
2026-08-17,184.31,184.31,180,184.31,46855
2026-08-18,202.7,202.7,182.98,184.2,308374
2026-08-19,174.99,198,165.78,175,404532
2026-08-20,173.47,173.47,161,164,262935
2026-08-21,163.38,180.4,163.38,172.37,268412
2026-08-24,172.9,174.99,160.67,165.28,185460
2026-08-25,164,175,163.26,174.65,258071
2026-08-26,177.21,180.79,165.88,175.35,247398
2026-08-27,179.81,188.88,172.67,183.39,293636
2026-08-28,183.94,197.77,182.98,183.6,260782
2026-08-31,178,188.47,178,182.5,230380
2026-09-01,180.91,181.99,167.59,171.07,185537
2026-09-02,169.46,184.49,169.46,181.31,253183
2026-09-03,184,184.98,173.56,180.36,158636
2026-09-04,183.62,187.99,167.5,169.17,173207
2026-09-07,174.2,186.09,172.64,186.09,205064
2026-09-08,191,202,191,192.78,266258
2026-09-09,196.64,212.06,193.5,212.06,225999
2026-09-10,212,223.3,204.28,217.99,251765
2026-09-11,216.5,236.88,207.8,227.74,264874
2026-09-14,221.74,237.99,217.42,228.7,214713
2026-09-15,239.7,251.57,239.7,251.57,99532
2026-09-16,260,264,241,253.99,274774
2026-09-17,250,253,230,230,247121
2026-09-18,237.94,242.8,220.1,226.78,229093
