date,open,high,low,close,volume
2026-07-02,54.95,55.88,54.09,54.67,181035
2026-07-03,55.63,56.67,54.83,56.05,147754
2026-07-06,55.24,56.1,51.92,52.14,203807
2026-07-07,52.07,52.52,49.5,49.7,219190
2026-07-08,49.7,49.98,46.48,46.7,255993
2026-07-09,47,47.4,44.72,47,296221
2026-07-10,46.96,47.85,45.81,46.21,174475
2026-07-13,46.07,46.21,42.3,42.45,253685
2026-07-14,42.45,43.72,41.95,43.7,229765
2026-07-15,43.62,44.57,42.71,42.99,162903
2026-07-16,42.56,42.56,40.44,40.95,167791
2026-07-17,40.8,40.99,36.86,37.37,386745
2026-07-20,38.04,38.46,35.6,36.61,278871
2026-07-21,37.72,38.38,35.9,38.36,250404
2026-07-22,38.02,38.2,36.7,37.12,198786
2026-07-23,37.12,40.1,36.88,39.55,307191
2026-07-24,39.98,41.14,38.15,38.19,441034
2026-07-27,37.1,40.68,36.69,40.54,341804
2026-07-28,40.46,41.9,39.65,40.06,410747
2026-07-29,39.93,41.1,38.18,40.4,351721
2026-07-30,40.3,41.42,39.5,39.8,283267
2026-07-31,39,40.4,39,39.41,263879
2026-08-03,39.19,41.37,38.5,40.8,325363
2026-08-04,40.81,41.89,40.44,41.57,264661
2026-08-05,42.27,42.77,41.68,42.56,290043
2026-08-06,42.02,42.35,41.31,41.76,247740
2026-08-07,41.53,42.42,41.12,42.12,222529
2026-08-10,42.11,42.54,41,42.1,235504
2026-08-11,42.09,42.38,41.26,41.65,167737
2026-08-12,41.53,43.94,41.45,43.63,284359
2026-08-13,44.12,44.14,42.5,42.55,217501
2026-08-14,42.8,42.93,41.45,41.85,151852
2026-08-17,42.04,42.17,40.86,41.92,169499
2026-08-18,41.67,42.04,40.77,41.34,178412
2026-08-19,40.87,40.87,38.8,38.82,217773
2026-08-20,39.2,39.36,38.56,39.19,158841
2026-08-21,38.75,39.72,38.1,39.18,129678
2026-08-24,37.78,38.15,35.26,35.26,366559
2026-08-25,34.71,35.66,33.77,35.16,321536
2026-08-26,34.92,35.95,34.85,35.26,179890
2026-08-27,35,35.48,34.36,35.41,163909
2026-08-28,35.41,36,35.12,35.76,162347
2026-08-31,35.25,35.75,34.66,35.25,228955
2026-09-01,35.11,35.2,34.12,34.2,189535
2026-09-02,33.99,34.14,33.22,33.25,192319
2026-09-03,33.69,33.88,33.11,33.35,151136
2026-09-04,33.62,34.19,33.08,33.22,164151
2026-09-07,33.4,33.65,33.09,33.24,116659
2026-09-08,33.24,33.46,32.91,33.11,126939
2026-09-09,33.11,33.29,32.32,32.57,165952
2026-09-10,32.4,33.84,32.04,33.54,274447
2026-09-11,33.21,35.46,32.84,35.3,722534
2026-09-14,35.53,36.51,34.52,35.85,782324
2026-09-15,36.8,39.44,35.33,39.44,807914
2026-09-16,41.1,41.96,38.8,39.16,1290648
2026-09-17,38.52,42.9,37.37,41.21,1266881
2026-09-18,40.8,40.88,39.39,39.6,853728
